CNES,CNES_SALAS,CNES_LEITOS_SUS,HORAS_MEDICOS,HORAS_ENFERMAGEM,SIA_SIH_VALOR,Eficiência,COMPETEN,Erro
0000035,27.0,39.5,1736.0,2714.0,132720.2933333333,0.5621023651899013,202201,
0000035,27.0,40.0,1732.0,2720.6666666666665,135384.40166666667,0.5696018880681967,202202,
0000035,27.0,40.5,1736.0,2888.333333333333,142254.06833333333,0.5724529965038045,202203,
0000035,27.0,41.0,1748.0,3056.0,151413.27333333337,0.5857878527725084,202204,
0000035,27.0,41.0,1760.0,3224.6666666666665,155756.53833333333,0.5353455633066673,202205,
0000035,27.0,41.0,1788.6666666666667,3413.333333333333,157251.83,0.5495756861940239,202206,
0000035,27.0,41.0,1810.6666666666667,3602.0,164744.41333333336,0.5741455315468443,202207,
0000035,27.0,41.0,1832.6666666666667,3769.0,172949.62666666668,0.5638577500284998,202208,
0000035,27.0,41.0,1854.0,3819.0,179232.97,0.6139585410980877,202209,
0000035,27.0,41.0,1871.3333333333333,3864.0,179500.58333333334,0.6361400578187859,202210,
0000035,27.0,37.333333333333336,1888.6666666666667,3908.0,178798.34166666667,0.6946733097239606,202211,
0000035,27.0,33.666666666666664,1889.3333333333333,3932.0,177496.835,0.7892833592361143,202212,
0000094,9.0,32.0,1265.0,2678.0,89281.90999999999,1.0000000220900007,202201,
0000094,9.0,32.0,1265.0,2678.0,89202.67333333334,0.9999999610900014,202202,
0000094,9.0,32.0,1265.0,2678.0,90549.47833333332,0.9471475500136156,202203,
0000094,9.0,32.0,1265.0,2678.0,90140.59666666668,0.9216244604834386,202204,
0000094,9.0,32.0,1265.0,2678.0,92332.92666666668,0.9360947056820266,202205,
0000094,9.0,32.0,1258.3333333333333,2678.0,88893.49666666666,0.9008437582495888,202206,
0000094,9.0,32.0,1251.6666666666667,2678.0,87479.83,0.909729781280733,202207,
0000094,9.0,32.0,1237.6666666666667,2660.5,87912.24166666668,0.9373876726764128,202208,
0000094,9.0,29.666666666666668,1223.6666666666667,2643.0,84564.70166666666,0.9192285755763387,202209,
0000094,9.0,27.33333333333333,1209.6666666666667,2625.5,83923.38,0.7698702948172441,202210,
0000094,9.0,25.0,1195.6666666666667,2608.0,79674.73666666666,0.999999987944,202211,
0000094,9.0,22.666666666666668,1188.3333333333333,2590.5,78854.75499999999,1.000000000516,202212,
0000418,117.0,410.0,18362.0,42240.0,3170207.225,0.6578037257041317,202201,
0000418,117.0,410.0,18328.0,42722.0,3086933.8800000004,0.6408721487780612,202202,
0000418,117.0,410.0,18297.0,43039.0,3050421.1666666665,0.6274555788186823,202203,
0000418,117.0,410.0,18252.0,43351.0,3098075.8516666666,0.6377163660767836,202204,
0000418,117.0,410.0,18320.0,43682.66666666666,3066361.485,0.6198234038775776,202205,
0000418,117.0,410.0,18393.33333333333,44108.333333333336,3069117.305,0.6078086633328352,202206,
0000418,117.0,410.0,18484.666666666668,44651.0,3190099.853333333,0.6092611326239308,202207,
0000418,117.0,410.0,18525.33333333333,45093.0,3239401.5733333337,0.6033401991826405,202208,
0000418,117.0,410.0,18582.666666666668,45326.0,3374718.7116666664,0.61868588994047,202209,
0000418,117.0,410.0,18654.666666666668,45620.0,3547565.3800000004,0.6483640840277749,202210,
0000418,117.0,410.0,18678.666666666668,45818.0,3680876.4933333336,0.6572618804505902,202211,
0000418,117.0,410.0,18725.33333333333,45992.0,3785551.428333333,0.6793779470353697,202212,
0000426,71.0,635.0,7816.333333333333,18373.0,2687063.97,0.6219441517873796,202201,
0000426,71.0,627.5,7823.666666666667,18347.0,2635272.0,0.6740358120421148,202202,
0000426,71.0,621.6666666666666,7833.666666666667,18321.0,2804938.26,0.717671760023578,202203,
0000426,71.0,618.3333333333334,7829.666666666667,18295.0,2797653.42,0.71457054635557,202204,
0000426,71.0,615.0,7901.333333333333,18349.0,2936891.5416666665,0.7170409365281121,202205,
0000426,71.0,616.6666666666666,7973.0,18398.0,3072317.768333333,0.8067738393387958,202206,
0000426,71.0,618.3333333333334,8041.333333333333,18458.0,3136541.5866666664,0.7807073254602782,202207,
0000426,71.0,620.0,8113.0,18518.0,3385485.708333333,0.8150419679733404,202208,
0000426,71.0,620.0,8204.666666666666,18574.0,3394959.1166666667,0.737966735371654,202209,
0000426,71.0,620.0,8314.333333333334,18630.0,3483879.263333333,0.7732700842767277,202210,
0000426,71.0,620.0,8344.333333333334,18621.0,3270199.3983333334,0.7837437431112151,202211,
0000426,71.0,621.6666666666666,8374.333333333334,18617.0,3285208.08,0.7483499202423927,202212,
0000477,129.0,452.0,11359.333333333334,30206.0,6150057.508333333,0.992642834917002,202201,
0000477,129.0,452.0,11382.666666666666,30186.0,5955005.956666667,0.9517051255531764,202202,
0000477,129.0,447.6666666666667,11419.333333333334,30164.33333333333,6054811.233333334,0.9999999996799334,202203,
0000477,129.0,443.3333333333333,11470.333333333334,30142.666666666668,6149536.47,0.9999999957889334,202204,
0000477,129.0,439.0,11510.666666666666,30123.666666666668,6555962.28,0.9999999909289669,202205,
0000477,129.0,434.6666666666667,11551.0,30119.666666666668,6505968.381666667,0.9999999934206334,202206,
0000477,129.0,430.5,11532.666666666666,30115.666666666668,6514323.356666666,1.000000001687133,202207,
0000477,129.0,426.3333333333333,11524.666666666666,30104.0,6864299.976666667,0.9999999976797334,202208,
0000477,129.0,433.3333333333333,11509.333333333334,30099.0,6943891.671666666,0.9810895163393144,202209,
0000477,129.0,440.3333333333333,11503.333333333334,30094.0,7193174.108333333,0.9916447851241378,202210,
0000477,129.0,447.3333333333333,11494.0,30089.0,6966797.055,0.9435333629442274,202211,
0000477,129.0,453.8333333333333,11502.0,30085.666666666668,7203670.899999999,0.9901984456916844,202212,
0000531,30.0,6.0,1462.6666666666667,8223.0,63572.45500000001,1.000000001807,202201,
0000531,30.0,6.0,1438.6666666666667,8186.333333333333,67459.58,0.999999995671,202202,
0000531,30.0,6.0,1404.6666666666667,8013.0,68911.705,1.000000001802667,202203,
0000531,30.0,6.0,1370.6666666666667,7529.666666666667,71184.72,0.9999999992266668,202204,
0000531,30.0,6.0,1344.0,7004.666666666667,67706.115,0.9999999976940002,202205,
0000531,30.0,6.0,1314.0,6466.333333333333,60958.465,1.0000000029476668,202206,
0000531,30.0,6.0,1284.0,5923.0,36059.168333333335,0.999999999671,202207,
0000531,30.0,6.0,1264.0,5419.666666666667,25636.885,0.9999999999356668,202208,
0000531,30.0,6.0,1257.3333333333333,5043.0,20318.390000000003,1.0000000011733334,202209,
0000531,30.0,6.0,1257.3333333333333,4989.666666666667,14589.080000000002,0.9999999757290003,202210,
0000531,30.0,6.0,1267.3333333333333,4971.333333333333,14653.5,0.9999999735633338,202211,
0000531,30.0,6.0,1280.6666666666667,4973.0,17885.786666666667,0.9999999683026674,202212,
0000604,33.0,12.0,1593.3333333333333,5261.666666666667,117619.02833333334,1.00000000293,202201,
0000604,33.0,12.0,1588.6666666666667,5238.333333333333,112306.325,0.9999999965016666,202202,
0000604,33.0,12.0,1584.0,5215.0,97229.06666666668,1.00000000185,202203,
0000604,33.0,12.0,1580.6666666666667,5236.666666666667,94215.32166666668,1.0000000091766663,202204,
0000604,33.0,12.0,1577.3333333333333,5263.333333333333,89553.70833333333,1.00000000612,202205,
0000604,33.0,12.0,1570.6666666666667,5305.0,82964.56166666666,0.698322843951765,202206,
0000604,33.0,12.0,1572.0,5380.0,74920.33666666667,0.6467625965496224,202207,
0000604,33.0,12.0,1555.3333333333333,5209.0,77997.81833333333,0.6701207699521685,202208,
0000604,33.0,12.0,1538.6666666666667,5038.0,79809.84833333333,0.6741081586155666,202209,
0000604,33.0,12.0,1519.3333333333333,4837.0,80218.56333333332,0.6536670030244339,202210,
0000604,33.0,12.0,1500.0,4631.0,78438.24833333334,0.6520333168186145,202211,
0000604,33.0,12.0,1484.0,4410.0,73906.04333333333,0.6253113669284616,202212,
0000655,51.0,822.0,22328.0,61575.333333333336,8965872.905,1.0000000025257334,202201,
0000655,51.0,822.0,22408.0,62362.66666666666,9197504.045,1.0000000031917335,202202,
0000655,51.0,822.0,22490.0,63082.0,9194240.418333337,1.0000000031492,202203,
0000655,51.0,822.0,22502.0,63238.0,9305960.243333334,1.0000000009056,202204,
0000655,51.0,822.0,22492.0,63218.0,9475243.516666666,0.9999999985696002,202205,
0000655,51.0,822.0,22482.0,63206.0,9551275.341666669,0.9999999965898004,202206,
0000655,51.0,822.0,22744.666666666668,64042.0,9752920.42,0.9999999971354668,202207,
0000655,51.0,822.0,22996.0,64682.0,9479220.23,0.9999999971458,202208,
0000655,51.0,822.0,23224.0,64810.66666666666,9409393.786666667,1.0000000016506667,202209,
0000655,51.0,822.0,23452.0,65071.333333333336,8986310.053333333,1.0000000033434002,202210,
0000655,51.0,822.0,23690.0,65344.0,8691795.735,0.9999999975132,202211,
0000655,51.0,822.0,23920.0,65608.66666666667,8624846.493333334,1.0000000002826668,202212,
0000671,25.0,56.0,3521.6666666666665,10410.0,207098.46666666665,0.580726329492983,202201,
0000671,25.0,56.0,3520.0,10350.0,198588.10166666663,0.5685158371707504,202202,
0000671,25.0,56.0,3518.6666666666665,10265.0,200476.84,0.5630912215858083,202203,
0000671,25.0,56.0,3514.0,9930.0,186057.00333333333,0.5700744526964855,202204,
0000671,25.0,56.0,3510.0,9690.0,175642.59,0.5163777385683114,202205,
0000671,25.0,56.0,3502.0,9480.0,175039.68333333332,0.5079613311551926,202206,
0000671,25.0,56.0,3500.0,9190.0,202517.4566666667,0.570352764169039,202207,
0000671,25.0,56.0,3492.333333333333,8911.666666666666,211050.60166666668,0.53736566296543,202208,
0000671,25.0,56.0,3488.6666666666665,8663.333333333334,204179.63166666668,0.5451911992819218,202209,
0000671,25.0,56.0,3477.6666666666665,8725.0,200099.215,0.5537352714490817,202210,
0000671,25.0,56.0,3466.6666666666665,8781.666666666666,192194.3533333333,0.5374928456359936,202211,
0000671,25.0,56.0,3451.6666666666665,8781.666666666666,182046.00166666668,0.5084414076935113,202212,
0000701,30.5,44.0,2176.6666666666665,6095.0,227200.40833333333,0.7998301676198523,202201,
0000701,30.666666666666668,44.0,2186.0,6125.0,225132.78,0.7873471319911551,202202,
0000701,30.83333333333333,44.0,2192.6666666666665,6150.0,235199.245,0.8167494290006712,202203,
0000701,30.5,44.0,2189.333333333333,6150.0,230835.76666666663,0.7737364362879416,202204,
